id	kind	title	station	theme	language	styleSanitized	promptLineCount	lyricLineCount	timingBasis	timingVerified	primaryLyricsSource
f3a9813d-753a-4dc8-80c0-1761b6138f1b	catalog-track	(untitled)	gurukul	Other / Misc	English	folk dravidian authenticity; Ancient Indian Folk, Melodic Veena, 432Hz; Pre-Chorus: The Conflict - H; Epic Cinematic, Choral, Sovereign, Cyber-Tribal, 528Hz; Chorus: The Resolution - The Vertical Flow; (Slow & Deep):; Final Chorus / Outro	27	26	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_f3a9813d_untitled.txt
e4415236-01a9-49bb-a68a-359e7f67f091	catalog-track	(untitled)	gurukul	Other / Misc	English	Ancient Indian Folk, Melodic Veena, 432Hz; Pre-Chorus: The Conflict - H; Epic Cinematic, Choral, Sovereign, Cyber-Tribal, 528Hz; Chorus: The Resolution - The Vertical Flow; Final Chorus / Outro	38	28	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_e4415236_untitled.txt
7895a9b2-a1dc-4fee-8ac4-44a096b2c6a8	catalog-track	(untitled)	gurukul	Other / Misc	English	Ancient Indian Folk, Melodic Veena, 432Hz; Pre-Chorus: The Conflict - H; Epic Cinematic, Choral, Sovereign, Cyber-Tribal, 528Hz; Chorus: The Resolution - The Vertical Flow; Final Chorus / Outro	38	28	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_7895a9b2_untitled.txt
1795fde2-4568-429d-86af-bfc929504dc6	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Genre: Vedic-Ambient, Cinematic Folk, Cyber-Tribal, Ethno-Industrial. Mood: Sac; Ancient Indian Folk, Melodic Veena, 432Hz; Pre-Chorus: The Conflict - H; Epic Cinematic, Choral, Sovereign, Cyber-Tribal, 528Hz; Chorus: The Resolution - The Vertical Flow; Final Chorus / Outro	38	28	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_1795fde2_untitled.txt
85859d74-b474-4661-aa75-df60336c7497	catalog-track	इतिहासः सिद्धम्! आनंदोऽस्तु	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; Ancient Indian Folk, Melodic Veena, 432Hz; Pre-Chorus: The Conflict - H; Epic Cinematic, Choral, Sovereign, Cyber-Tribal, 528Hz; Chorus: The Resolution - The Vertical Flow; Final Chorus / Outro	38	28	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_85859d74_untitled.txt
c2942834-cd11-4b45-8610-08a32d23be82	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	aghories with been, khamak, damru, naad... shiv gaNa aghore. rudra veeNa. only; (Bridge - Ambient)	34	31	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_c2942834_untitled.txt
cef36d0f-7570-45ad-b4cd-9e9d1999be10	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	aghories with been, khamak, damru, naad... shiv gaNa aghore. rudra veeNa. only; (Bridge - Ambient)	34	31	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_cef36d0f_untitled.txt
bd2091ee-707a-465e-9dff-021eac34daed	catalog-track	(untitled)	kabir-clubbing	Rap & Fusion	English	Dark Ambient Trance, Binaural beats background, Deep male vocals, Sanskr; (Bridge - Ambient)	34	31	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_bd2091ee_untitled.txt
1bd52bf2-d26e-4822-8299-2ef883803518	catalog-track	अघोर... अघोर... अघोर	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; (Bridge - Ambient)	34	31	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_1bd52bf2_untitled.txt
1712384b-9b51-4094-b444-b464a3aa0e27	catalog-track	(untitled)	gurukul	Other / Misc	English	NULL	40	40	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_1712384b_untitled.txt
527b35cd-7313-4af7-82d2-007ce8ac75a1	catalog-track	हे माँ शैलपुत्री	gurukul	Other / Misc	Hindi	Other / Misc	40	40	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_527b35cd_untitled.txt
cabac8a7-5365-4ff9-b762-86e8a6586cd1	catalog-track	पिया जी तेरी याद आती है	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	48	48	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_cabac8a7_untitled.txt
80a39cda-0980-4c6e-bffb-50088c2967de	catalog-track	(untitled)	kabir-clubbing	Rap & Fusion	English	trance hip-hop haryanvi flavour use train whistle and station ambiances. unique	48	48	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_80a39cda_untitled.txt
94f4c705-c5c7-4637-b67d-06a21a3e1771	catalog-track	(untitled)	kabir-clubbing	Rap & Fusion	English	trance hip-hop haryanvi flavour	48	48	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_94f4c705_untitled.txt
edf821b2-166e-4650-a7ca-0b131dcc109b	catalog-track	(untitled)	kabir-clubbing	Rap & Fusion	English	trance hip-hop haryanvi flavour	48	48	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_edf821b2_untitled.txt
14ce1222-9f05-4f2f-bcdd-c9b871cca5a1	catalog-track	(untitled)	kabir-clubbing	Rap & Fusion	English	trance hip-hop haryanvi flavour	57	56	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_14ce1222_untitled.txt
3bd10216-5f47-4506-8828-9fc84e552bba	catalog-track	(untitled)	kabir-clubbing	Rap & Fusion	English	trance hip-hop haryanvi flavour	57	56	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_3bd10216_untitled.txt
20b2eae2-e758-4646-b7ca-94502619813e	catalog-track	इतनी ही दया	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; Hook / Mukhda – Slow, Emotional; Final Hook – Slow + Repetitive (Trance Loop)	49	43	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_20b2eae2_untitled.txt
ac3d350b-35f3-42d9-b74c-c30e8c71d677	catalog-track	(untitled)	sanaatana-vaigyaniq	Classical & Raag	English	Indian Devotional Bhakti, Raag Yaman, slow tempo (60–65 BPM), cinematic s; Hook / Mukhda – Slow, Emotional; Final Hook – Slow + Repetitive (Trance Loop)	49	43	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_ac3d350b_untitled.txt
448602fe-eb24-4bcd-9a1a-2d3d00a4c21b	catalog-track	पिया जी तेरी याद आवे सै	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	57	56	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_448602fe_untitled.txt
7c657b60-4bbc-4e9f-90d4-2d42575ca1c6	catalog-track	(untitled)	ameerpur	Haryanvi Folk	Haryanvi	Genre: Haryanvi Ragni Folk, Dangal style Tempo: 75 BPM Instruments: Dholak, han	57	56	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_7c657b60_untitled.txt
cfbb1757-8e35-4d6f-a25d-810bab2e0e8a	catalog-track	पिया जी तेरी याद आती है	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk; 🌌 [Intro – Alaap | slow, airy, emotional]; 🎧 [Pre-Chorus – Build up]; 🌟 [Verse 4 – Folk pride + devotion]; 💔 [Outro – Slow, fading, echo]	55	54	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_cfbb1757_untitled.txt
eea1f46e-7cbb-441d-abcb-52a46144583a	catalog-track	(untitled)	ameerpur	Love & Virah	English	Genre: Indic-Sufi-Lusophone-Blues Virah Raga Tempo: 70 BPM slow emotional Vocal; 🌌 [Intro – Alaap | slow, airy, emotional]; 🎧 [Pre-Chorus – Build up]; 🌟 [Verse 4 – Folk pride + devotion]; 💔 [Outro – Slow, fading, echo]	55	54	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-19_eea1f46e_untitled.txt
6a41359d-7625-415a-bb50-9685b970ef3b	catalog-track	हाय हाय हाय… हाय लुगाई	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	89	86	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_6a41359d_untitled.txt
c694a74a-44a2-4a34-aee4-ffc260690881	catalog-track	(untitled)	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk Ragni, Jogi Spiritual Anthem, Human Voice Driven, Minimal	89	86	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_c694a74a_untitled.txt
ddf3ca17-816c-47e8-b49c-a5834334e64b	catalog-track	(untitled)	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk Ragni, Jogi Spiritual Crow Anthem, Human Voice Driven, Fig	89	86	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_ddf3ca17_untitled.txt
ada50c4b-3ce4-475c-b27e-f2536d77da49	catalog-track	(untitled)	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk Ragni, Jogi Spiritual Anthem, Human Voice Driven, Minimal	89	86	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_ada50c4b_untitled.txt
fddbba2f-61ec-4d72-ad3f-69baba354abb	catalog-track	(untitled)	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk Ragni, Jogi Spiritual Anthem, Human Voice Driven, Minimal	95	92	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_fddbba2f_untitled.txt
5a3ed490-c3be-4e41-99f0-3abc89a1f13d	catalog-track	हाय हाय हाय… हाय लुगाई	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	95	92	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_5a3ed490_untitled.txt
e80360e4-03de-401c-ae2a-6936ff596b3f	catalog-track	(untitled)	ameerpur	Haryanvi Folk	Haryanvi	मलंगों का ग्रुप एक भविष्य के ट्रेन स्टेशन पर ट्रेन स्टेशन उद्गोषण Style: Haryan; Folk Jogi Ragni + Cinematic Station Announcement + Neuro Emotional	61	57	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_e80360e4_untitled.txt
978c1c42-cd78-429d-952f-ff66978f4531	catalog-track	हाय हाय हाय… हाय लुगाई	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk; Folk Jogi Ragni + Cinematic Station Announcement + Neuro Emotional	61	57	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_978c1c42_untitled.txt
65fd8ecc-a24d-4af1-a21d-db7e5e5107e6	catalog-track	(untitled)	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk Ragni, Jogi Spiritual Anthem, Human Voice Driven, Minimal F	100	97	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_65fd8ecc_untitled.txt
513a10d6-1b4e-43a3-b1ef-a1c0427e3b78	catalog-track	हाय हाय हाय… हाय लुगाई	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	100	97	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_513a10d6_untitled.txt
4dd54537-f0dc-4226-b83f-32edeb629a35	catalog-track	(untitled)	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk Ragni, Jogi Spiritual Anthem, Human Voice Driven, Minimal F	87	84	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_4dd54537_untitled.txt
ea666c4c-b61d-46ea-a289-627704a7f204	catalog-track	हाय हाय हाय… हाय लुगाई	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	87	84	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_ea666c4c_untitled.txt
e8c8a60e-4a6e-4924-b306-aeb182829a8b	catalog-track	हाय हाय हाय ... हाय लुगाई	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	67	67	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_e8c8a60e_untitled.txt
4cd1088b-b87b-4b02-b781-ad7ecea54492	catalog-track	(untitled)	kabir-clubbing	Rap & Fusion	English	Intro: Whisper + slow breath + distant “हाय…” Beat Start: Heartbeat (dhak dhak)	67	67	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_4cd1088b_untitled.txt
51869413-dafe-45f6-b76f-583c3b8e1991	catalog-track	(untitled)	gurukul	Other / Misc	English	Neuro-Folk, Human Voice Only, Binaural 3D, Dark Emotional, Cinematic	79	65	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_51869413_untitled.txt
64a8bb69-c68d-48dc-88bf-9bcf53a35229	catalog-track	हाय हाय हाय… हाय लुगाई	gurukul	Other / Misc	Hindi	Other / Misc; Neuro-Folk, Human Voice Only, Binaural 3D, Dark Emotional, Cinematic	79	65	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-18_64a8bb69_untitled.txt
4c162f53-2f79-4fed-b3c9-93841a1755f3	catalog-track	(untitled)	gurukul	Other / Misc	English	🕉️ [Vedantic Chorus]	223	223	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_4c162f53_untitled.txt
15044912-afce-435c-a55e-9158b065f46a	catalog-track	(untitled)	gurukul	Other / Misc	English	🕉️ [Vedantic Chorus]	224	224	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_15044912_untitled.txt
29a17f2c-a3b6-463d-9a08-8fede6cb142a	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	223	223	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_29a17f2c_untitled.txt
ecfcf3e2-e6b5-4377-b4bf-52d3acda1360	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	224	224	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_ecfcf3e2_untitled.txt
e97cc568-6578-4bba-a1c3-0580783e1d53	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Genre: Vedic Cosmic Rap Nautanki folk + Hip-hop Cinematic mythological rap I; 🕉️ [Vedantic Chorus]	211	211	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_e97cc568_untitled.txt
954ceeb0-8f77-4fdc-9b97-439fd3559810	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	211	211	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_954ceeb0_untitled.txt
c8e9d4ca-0d7d-4624-8efb-0b23973de9a3	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	200	200	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_c8e9d4ca_untitled.txt
24b25363-caab-410d-a1a7-a36f5df70481	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Genre: Vedic Cosmic Rap Nautanki folk + Hip-hop Cinematic mythological rap I; 🕉️ [Vedantic Chorus]	200	200	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_24b25363_untitled.txt
4e8ab515-7696-4a5d-ada8-911355a71d61	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Genre: Vedic Cosmic Rap Nautanki folk + Hip-hop Cinematic mythological rap I; 🕉️ [Vedantic Chorus]	180	180	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_4e8ab515_untitled.txt
e9e95c40-884e-4b74-a1f6-5db9c6bdeb93	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	180	180	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_e9e95c40_untitled.txt
bc962e4c-9016-4ba8-bb3e-e257917e3dd4	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	155	155	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_bc962e4c_untitled.txt
7b8aaf45-66a4-4e30-acdd-38c437907a8e	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Genre: Vedic Cosmic Rap Nautanki folk + Hip-hop Cinematic mythological rap I; 🕉️ [Vedantic Chorus]	155	155	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-17_7b8aaf45_untitled.txt
dfe02902-7e32-4106-a738-2f3c88aabf9c	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	112	112	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_dfe02902_untitled.txt
b8e5aa64-0398-4c26-9ef9-aa516d2421c3	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Genre: Vedic Cosmic Rap Nautanki folk + Hip-hop Cinematic mythological rap I; 🕉️ [Vedantic Chorus]	108	108	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_b8e5aa64_untitled.txt
7279327a-abd6-4b19-8bd9-41db02769c97	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Genre: Vedic Cosmic Rap Nautanki folk + Hip-hop Cinematic mythological rap I; 🕉️ [Vedantic Chorus]	112	112	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_7279327a_untitled.txt
68e1e3bc-204b-4335-a599-eb3a0623ec41	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	93	93	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_68e1e3bc_untitled.txt
339cc960-6eba-46bf-aa4b-9cc390baab6d	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	108	108	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_339cc960_untitled.txt
2badde9c-1f37-4504-9aaa-b067a58e99c3	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	106	106	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_2badde9c_untitled.txt
05a9ac20-ffc7-4810-a9e2-21d2c683b06a	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Genre: Vedic Cosmic Rap Nautanki folk + Hip-hop Cinematic mythological rap I; 🕉️ [Vedantic Chorus]	106	106	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_05a9ac20_untitled.txt
72b69742-5e35-4af0-876c-03f7ff259f69	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Genre: Vedic Cosmic Rap Nautanki folk + Hip-hop Cinematic mythological rap I; 🕉️ [Vedantic Chorus]	93	93	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_72b69742_untitled.txt
f932d3fb-72e6-41c0-8754-38bfa4f5417c	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Genre: Vedic Cosmic Rap Nautanki folk + Hip-hop Cinematic mythological rap I; 🕉️ [Vedantic Chorus]	87	87	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_f932d3fb_untitled.txt
b0ce3910-5638-41ea-baa5-e1711b806520	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🕉️ [Vedantic Chorus]	87	87	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_b0ce3910_untitled.txt
7d29c576-36bc-4241-be33-bce5fd84775b	catalog-track	का खा गा घा	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; Intro – Slow, mystical, female voice; Verse 1 – Nautanki folk rhythm; Vedantic Chorus – Big musical moment	54	54	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_7d29c576_untitled.txt
aed9aa06-9e15-4413-b39f-b80a8913035e	catalog-track	(untitled)	sanaatana-vaigyaniq	Sanatan & Vedic	English	Vedantic cosmic Indian folk theatre song, female mystical lead voice, male drama; Intro – Slow, mystical, female voice; Verse 1 – Nautanki folk rhythm; Vedantic Chorus – Big musical moment	54	54	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_aed9aa06_untitled.txt
0021a7c0-89d9-4d5e-8967-d9c1095a9f77	catalog-track	सजन मेरा धोखेबाज़ है।	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	64	64	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_0021a7c0_kudru ki beti naagin.txt
08b16e64-f600-411c-807f-6c943c14f56e	catalog-track	kudru ki beti naagin	kabir-clubbing	Naagin & Mystic	English	Genre: World music / emotional instrumental Mood: Deep longing, universal femal	64	64	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_08b16e64_kudru ki beti naagin.txt
dac36f36-1b07-4909-bd88-88bb40d18bc8	catalog-track	kudru ki beti naagin	kabir-clubbing	Naagin & Mystic	English	Genre: Haryanvi Folk Ragni Theme: Betrayal and emotional virah of a woman whose	56	56	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_dac36f36_kudru ki beti naagin.txt
aefdf09c-1e5d-4549-b489-188a4f354615	catalog-track	नागिन है	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk; Verse 1: Gritty Haryanvi Vocals, Slow Khamak Beats; Pre-Chorus: Building Tension, Rising Bass; Chorus: Aggressive Psy-Trance Drop, High-Pitch Pungi Solo; Verse 2: Fast Rhythmic Folk Style; Bridge: No Vocals, Pure Been-Trance, Hormonal Addressal Frequencies; Outro: Sudden Silence, Bell Toll, Slow Sanskrit Chant	23	17	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_aefdf09c_kudru ki beti naagin.txt
e55b3ea6-14b8-462f-b43e-dc03bf4e9f18	catalog-track	kudru ki beti naagin	kabir-clubbing	Naagin & Mystic	English	Genre: Haryanvi Folk Ragni Theme: Betrayal and emotional virah of a woman whose	56	56	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_e55b3ea6_kudru ki beti naagin.txt
3f3cee67-4312-4a74-926f-1e1e089df3e5	catalog-track	kudru ki beti naagin	kabir-clubbing	Naagin & Mystic	English	Genre: World music / emotional instrumental Mood: Deep longing, universal virah	56	56	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_3f3cee67_kudru ki beti naagin.txt
1c396b4f-4f16-4262-9ffb-5f866d7b4ff1	catalog-track	सजन मेरा धोखेबाज़ है	ameerpur	Desh / Patriotic	Hindi	Desh / Patriotic	56	56	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_1c396b4f_kudru ki beti naagin.txt
dc697cc3-5cb9-43ab-a2de-622b7348bff5	catalog-track	kudru ki beti naagin	kabir-clubbing	Rap & Fusion	English	Psychedelic Haryanvi Folk-Trance, 140 BPM, Piercing Ethnic Been (Snake Charmer F; Verse 1: Gritty Haryanvi Vocals, Slow Khamak Beats; Pre-Chorus: Building Tension, Rising Bass; Chorus: Aggressive Psy-Trance Drop, High-Pitch Pungi Solo; Verse 2: Fast Rhythmic Folk Style; Bridge: No Vocals, Pure Been-Trance, Hormonal Addressal Frequencies; Outro: Sudden Silence, Bell Toll, Slow Sanskrit Chant	23	17	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_dc697cc3_kudru ki beti naagin.txt
310f549f-b41a-4685-9afd-023bc7de4632	catalog-track	नागिन है	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	28	28	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_310f549f_kudru ki beti naagin.txt
6760d633-7fec-4c2b-9747-6d8f0963d5a2	catalog-track	kudru ki beti naagin	kabir-clubbing	Naagin & Mystic	English	ताल और नाद: वाद्यों (संगीत यंत्रों) से ताल लगाने को कहना उस 'नाद' को पैदा करने क	28	28	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_6760d633_kudru ki beti naagin.txt
cbd88d04-4767-4c26-8d29-ba96e43adce7	catalog-track	नागिन है	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	22	22	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_cbd88d04_kudru ki beti naagin.txt
430b028b-8fd1-4267-a16b-8eb1bb791e10	catalog-track	kudru ki beti naagin	kabir-clubbing	Rap & Fusion	English	Create a mystical Aghor Nagini trance track with pungi (snake-charmer flute), kh; 🐍 Hook (Trance Chorus); 🐍 Final Trance Chorus	111	110	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_430b028b_kudru ki beti naagin.txt
99a91265-7f9c-4b3d-a76a-745dfb3a5ec9	catalog-track	नागिन है	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; 🐍 Hook (Trance Chorus); 🐍 Final Trance Chorus	111	110	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_99a91265_kudru ki beti naagin.txt
14fa2fe8-0de2-4ace-9ee4-404348db0270	catalog-track	kudru ki beti naagin	kabir-clubbing	Naagin & Mystic	English	NULL	22	22	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_14fa2fe8_kudru ki beti naagin.txt
ae318a44-4e70-4bf5-ac17-58cd30dfa4d0	catalog-track	kudru ki beti naagin	kabir-clubbing	Rap & Fusion	English	Haryanvi-Bagri Folk Fusion, Psychedelic Trance, Khamak-driven rhythmic vibration	41	41	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_ae318a44_kudru ki beti naagin.txt
770b4285-cc03-4121-9c55-4fd9e710a9ef	catalog-track	kudru ki beti naagin	kabir-clubbing	Rap & Fusion	English	Haryanvi-Bagri Folk Fusion, Psychedelic Trance, Khamak-driven rhythmic vibration	41	41	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_770b4285_kudru ki beti naagin.txt
4bd5f9be-6507-4e41-bad2-b3345f66e6cc	catalog-track	नागिन है	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	41	41	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_4bd5f9be_kudru ki beti naagin.txt
f3c0d550-9297-4842-ba8b-b4a6118a71a6	catalog-track	नागिन है	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	41	41	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_f3c0d550_kudru ki beti naagin.txt
71f75486-1686-40eb-bbf3-1018b7e8b3b7	catalog-track	kudru ki beti naagin	kabir-clubbing	Rap & Fusion	English	Haryanvi-Bagri Folk Fusion, Psychedelic Trance, Khamak-driven rhythmic vibration; Chorus: High Energy, Fast Khamak Beats; Drop: Aggressive Pungi Solo, Fast Percussion	19	17	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-03-16_71f75486_kudru ki beti naagin.txt
